ID;search_name;name;synonyms;formula;num_carbons;mol_weight;inchi;inchi_key;cas_rn;mol_refs;Tfus;Tboil;Pc;Tc;ρc;ΔfH°gas;ΔfH°liquid;ΔfH°solid
C76039;Trichloroacetic Acid;Trichloroacetic Acid;['Acetic acid, trichloro-', 'Aceto-Caustin', 'Amchem Grass Killer', 'Trichloroethanoic acid', 'TCA', 'CCl3COOH', 'Acide trichloracetique', 'Acido tricloroacetico', 'Trichloorazijnzuur', 'Trichloracetic acid', 'Trichloressigsaeure', 'Konesta', 'Kyselina trichloroctova', 'UN 1839', 'TKhUK', 'TKhU', 'Acetic acid, 2,2,2-trichloro-', 'NSC 215204'];C2HCl3O2;2;163.387;InChI=1S/C2HCl3O2/c3-2(4,5)1(6)7/h(H,6,7);YNJBWRMUSHSURL-UHFFFAOYSA-N;76-03-9;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C76039'};332.19;469.42;;;;-433.67;;
C64186;Formic Acid;Formic acid;['Methanoic acid', 'Aminic acid', 'Bilorin', 'Collo-Bueglatt', 'Collo-Didax', 'Formisoton', 'Formylic acid', 'Hydrogen carboxylic acid', 'Myrmicyl', 'HCOOH', 'Acide formique', 'Acido formico', 'Ameisensaeure', 'Kwas metaniowy', 'Kyselina mravenci', 'Mierenzuur', 'Rcra waste number U123', 'UN 1779', 'Formira', 'Add-F', 'Amasil'];CH2O2;1;46.0254;InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3);BDAGIHXWWSANSR-UHFFFAOYSA-N;64-18-6;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C64186', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C64186'};281.5;373.9;;581.67;;-378.72;-425.13;
C143077;Lauric Acid;Dodecanoic acid;['n-Dodecanoic acid', 'Neo-fat 12', 'Aliphat no. 4', 'ABL', 'Dodecylic acid', 'Lauric acid', 'Laurostearic acid', 'Neo-fat 12-43', 'Ninol aa62 extra', 'Univol U-314', 'Vulvic acid', '1-Undecanecarboxylic acid', 'Duodecylic acid', 'C-1297', 'Hydrofol acid 1255', 'Hydrofol acid 1295', 'Wecoline 1295', 'Dodecoic acid', 'Hystrene 9512', 'Lunac L 70', 'Emery 650', 'Philacid 1200', 'Prifrac 2920', 'Undecane-1-carboxylic acid', 'Acide Laurique', 'Emery 651', 'Lauric acid (dodecanoic acid)', 'Dodecanoic (Lauric) acid', 'dodecanoic acid (lauric acid)'];C12H24O2;12;200.3178;InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14);POULHZVOKOAJMA-UHFFFAOYSA-N;143-07-7;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C143077', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C143077'};317.0;571.0;18.68;743.43;;;;
C79107;Acrylic Acid;2-Propenoic acid;['Acrylic acid', 'Acroleic acid', 'Ethylenecarboxylic acid', 'Propenoic acid', 'Vinylformic acid', 'CH2=CHCOOH', 'Propene acid', 'Kyselina akrylova', 'Rcra waste number U008', 'Glacial acrylic acid', 'NSC 4765'];C3H4O2;3;72.0627;InChI=1S/C3H4O2/c1-2-3(4)5/h2H,1H2,(H,4,5);NIXOWILDQLNWCW-UHFFFAOYSA-N;79-10-7;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C79107', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C79107'};286.43;413.5;52.43;616.57;;-330.77;-380.8;
C65850;Benzoic Acid;Benzoic acid;['Benzenecarboxylic acid', 'Benzeneformic acid', 'Benzenemethanoic acid', 'Benzoesaeure GK', 'Benzoesaeure GV', 'Carboxybenzene', 'Dracylic acid', 'Phenylcarboxylic acid', 'Phenylformic acid', 'Retarder BA', 'Retardex', 'Salvo, liquid', 'Solvo, powder', 'Tenn-Plas', 'Acide benzoique', 'Benzoic acid, tech.', 'Kyselina benzoova', 'Benzoesaeure', 'Salvo powder', 'E 210', 'HA 1', 'HA 1 (acid)', 'Phenylcarboxy', 'Benzenemethonic acid', 'Diacylic acid', 'Flowers of benjamin', 'Flowers of benzoin', 'Oracylic acid', 'Retarder BAX', 'NSC 149'];C7H6O2;7;122.1213;InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9);WPYMKLBDIGXBTP-UHFFFAOYSA-N;65-85-0;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C65850', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C65850'};395.2;522.74;;;;;;-385.4
C64197;Acetic Acid;Acetic acid;['Ethanoic acid', 'Ethylic acid', 'Glacial acetic acid', 'Methanecarboxylic acid', 'Vinegar acid', 'CH3COOH', 'Acetasol', 'Acide acetique', 'Acido acetico', 'Azijnzuur', 'Essigsaeure', 'Octowy kwas', 'Acetic acid, glacial', 'Kyselina octova', 'UN 2789', 'Aci-jel', 'Shotgun', 'Ethanoic acid monomer', 'NSC 132953'];C2H4O2;2;60.052;InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4);QTBSBXVTEAMEQO-UHFFFAOYSA-N;64-19-7;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C64197', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C64197'};289.6;391.2;57.94;593.0;5.84;-433.0;-484.78;
C124072;Caprylic Acid;Octanoic acid;['n-Caprylic acid', 'n-Octanoic acid', 'n-Octoic acid', 'n-Octylic acid', 'Neo-Fat 8', 'Caprylic acid', 'Enantic acid', 'Octylic acid', '1-Heptanecarboxylic acid', 'Heptane-1-carboxylic acid', 'Octic acid', 'Hexacid 898', 'C-8 Acid', 'Kyselina kaprylova', 'Lunac 8-95', 'Emery 657', 'Octoic acid', 'Prifac 2901', '1-Octanoic acid', 'NSC 5024', 'Prifrac 2901'];C8H16O2;8;144.2114;InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10);WWZKQHOCKIZLMA-UHFFFAOYSA-N;124-07-2;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C124072', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C124072'};289.3;510.0;27.11;694.73;;-555.42;-635.84;
C57114;Stearic Acid;Octadecanoic acid;['Stearic acid', 'n-Octadecanoic acid', 'Humko Industrene R', 'Hydrofol Acid 150', 'Hystrene S-97', 'Hystrene T-70', 'Hystrene 80', 'Industrene R', 'Kam 1000', 'Kam 2000', 'Kam 3000', 'Neo-Fat 18', 'Neo-Fat 18-53', 'Neo-Fat 18-54', 'Neo-Fat 18-55', 'Neo-Fat 18-59', 'NAA 173', 'PD 185', 'Stearex Beads', 'Stearophanic acid', 'Steric acid', 'Vanicol', '1-Heptadecanecarboxylic acid', 'Heptadecanecarboxylic acid', 'Neo-fat 18-61', 'Pearl stearic', 'Century 1240', 'Dar-chem 14', 'Emersol 120', 'Emersol 132', 'Emersol 150', 'Formula 300', 'Glycon DP', 'Glycon TP', 'Glycon S-70', 'Glycon S-80', 'Glycon S-90', 'Groco 54', 'Groco 55', 'Groco 55L', 'Groco 58', 'Groco 59', 'Hy-phi 1199', 'Hy-phi 1205', 'Hy-phi 1303', 'Hy-phi 1401', 'Hydrofol acid 1655', 'Hydrofol acid 1855', 'Hydrofol 1895', 'Hystrene 4516', 'Hystrene 5016', 'Hystrene 7018', 'Hystrene 9718', 'Industrene 5016', 'Neo-Fat 18-S', 'Tegostearic 254', 'Tegostearic 255', 'Tegostearic 272', 'Cetylacetic acid', 'Industrene 8718', 'Industrene 9018', 'Barolub FTA', 'Loxiol G 20', 'Lunac S 20', 'Emersol 153', 'Century 1210', 'Century 1220', 'Century 1230', 'Emersol 6349', 'Hystrene 7018 FG', 'Hystrene 9718 NF FG', 'Industrene 4518', 'Industrene 7018 FG', 'n-Octadecylic acid', 'Pristerene 4904', 'Promulsin', 'Proviscol wax', 'Stearex', 'Tsubaki', 'Vis-Plus', 'Prifac 2918', 'Adeka Fatty Acid SA 910', 'Century 1224', 'Edenor C18', 'Hydrofol Acid 1895', 'Kiri stearic acid', 'Lunac S 40', 'SA 400 (fatty acid)', 'WO 2 (fatty acid)', 'Octadecanoic acid (stearic acid)', 'Emersol 110 (Salt/Mix)', 'Emery 400 (Salt/Mix)'];C18H36O2;18;284.4772;InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20);QIQXTHQIDYTFRH-UHFFFAOYSA-N;57-11-4;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C57114'};341.0;632.67;13.27;805.09;;;-891.0;-912.0
C334485;Capric Acid;n-Decanoic acid;['Decanoic acid', 'n-Capric acid', 'n-Decoic acid', 'n-Decylic acid', 'Capric acid', 'Caprinic acid', 'Caprynic acid', 'Decoic acid', 'Decylic acid', '1-Nonanecarboxylic acid', 'Nonane-1-carboxylic acid', 'neo-Fat 10', 'Hexacid 1095', 'Emery 659', 'Prifrac 296', '1-Decanoic acid', 'NSC 5025', 'Decanoic acid (capric acid)'];C10H20O2;10;172.2646;InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12);GHVNFZFCNZKVNT-UHFFFAOYSA-N;334-48-5;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C334485', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C334485'};304.0;530.0;21.31;723.26;;-624.2;;
C112801;Oleic Acid;Oleic Acid;"['9-Octadecenoic acid (Z)-', 'Δ9-cis-Oleic acid', 'cis-Oleic Acid', 'cis-9-Octadecenoic Acid', 'Emersol 211', 'Emersol 220 White Oleic Acid', 'Emersol 221 Low Titer White Oleic Acid', 'Oelsauere', 'Oleine 7503', 'Pamolyn 100', 'Vopcolene 27', 'Wecoline OO', 'Z-9-Octadecenoic acid', 'cis-Octadec-9-enoic acid', 'cis-Δ9-octadecenoic acid', 'cis-Δ9-Octadecenoate', 'neo-Fat 90-04', 'neo-Fat 92-04', 'Century cd fatty acid', 'Elaidoic acid', 'Emersol 210', 'Emersol 213', 'Emersol 6321', 'Glycon RO', 'Glycon WO', 'Groco 2', 'Groco 4', 'Groco 5l', 'Groco 6', 'Hy-phi 1055', 'Hy-phi 1088', 'Hy-phi 2066', 'Hy-phi 2088', 'Hy-phi 2102', 'K 52', ""L'Acide oleique"", 'Metaupon', 'Tego-oleic 130', '9-Octadecenoic acid, cis-', 'Elaic acid', 'Industrene 105', 'Industrene 205', 'Industrene 206', 'Oleinic acid', 'Pamolyn', 'Wochem no. 320', '(Z)-9-Octadecanoic acid', 'Emersol 6313 NF', 'Priolene 6906', '9-(Z)-octadecenoic acid', '(Z)-Octadec-9-enoic acid', '9-Octadecenoic acid (9Z)-', 'D 100', 'Emersol 205', 'Extraolein 90']";C18H34O2;18;282.4614;InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-;ZQPPMHVWECSIRJ-KTKRTIGZSA-N;112-80-1;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C112801', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C112801'};289.45;;;;;;-764.8;
C2027476;Oleic Acid;9-Octadecenoic acid;['Elaidic acid', 'Oleic acid'];C18H34O2;18;282.4614;InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9+;ZQPPMHVWECSIRJ-MDZDMXLPSA-N;2027-47-6;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C2027476', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C2027476'};;;;;;;;
C59676;Nicotinic Acid;Niacin;['3-Pyridinecarboxylic acid', 'Nicotinic acid', 'Akotin', 'Apelagrin', 'Daskil', 'Efacin', 'Linic', 'Nicacid', 'Nicangin', 'Nico-Span', 'Nicodelmine', 'Nicolar', 'Niconacid', 'Nicosan 3', 'Nicotinipca', 'Nicyl', 'Nyclin', 'Pellagrin', 'Pelonin', 'Pyridine-β-carboxylic acid', '3-Carboxylpyridine', '3-Carboxypyridine', 'anti-Pellagra vitamin', 'Acidum nicotinicum', 'Bionic', 'Davitamon PP', 'Diacin', 'Direktan', 'Naotin', 'Niac', 'Nicamin', 'Nico-400', 'Nicobid', 'Nicocap', 'Nicocidin', 'Nicocrisina', 'Nicodan', 'Nicodon', 'Niconat', 'Niconazid', 'Nicorol', 'Nicoside', 'Nicosyl', 'Nicotamin', 'Nicotene', 'Nicotil', 'Nicotine acid', 'Nicotinsaure', 'Nicovasan', 'Nicovasen', 'Nicovel', 'Nipellen', 'NICO', 'P.P. factor-pellagra preventive factor', 'Pellagra preventive factor', 'Pellagramin', 'Peviton', 'Pyridine-3-carboxylic acid', 'PP Factor', 'SK-Niacin', 'S115', 'Tega-Span', 'Vitaplex N', 'Wampocap', 'Acide nicotinique', 'Kyselina nikotinova', 'NAH', 'Pyridine-carboxylique-3', 'Tinic', 'm-Pyridinecarboxylic acid', 'β-Pyridinecarboxylic acid', '3-Pyridylcarboxylic acid', 'Niacor', 'P.P. factor', 'Vitamin B3', 'Niaspan', 'Vitamin B5'];C6H5NO2;6;123.1094;InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9);PVNIIMVLHYAWGP-UHFFFAOYSA-N;59-67-6;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C59676', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C59676'};510.48;;;;;-221.5;;-344.89
C67561;Methanol;Methyl Alcohol;"['Methanol', 'Carbinol', 'Methyl hydroxide', 'Methylol', 'Monohydroxymethane', 'Wood alcohol', 'CH3OH', 'Colonial spirit', 'Columbian spirit', 'Hydroxymethane', 'Wood naphtha', 'Alcool methylique', 'Alcool metilico', 'Columbian spirits', 'Metanolo', 'Methylalkohol', 'Metylowy alkohol', 'Pyroxylic spirit', 'Wood spirit', 'Rcra waste number U154', 'UN 1230', 'Pyro alcohol', 'Spirit of wood', ""Bieleski's solution"", 'NSC 85232']";CH4O;1;32.0419;InChI=1S/CH4O/c1-2/h2H,1H3;OKKJLVBELUTLKV-UHFFFAOYSA-N;67-56-1;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C67561', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C67561'};176.0;337.8;81.0;513.0;8.51;-205.0;-243.74;
C64175;Ethanol;Ethanol;['Ethyl alcohol', 'Alcohol', 'Alcohol anhydrous', 'Algrain', 'Anhydrol', 'Denatured ethanol', 'Ethyl hydrate', 'Ethyl hydroxide', 'Jaysol', 'Jaysol S', 'Methylcarbinol', 'SD Alchol 23-hydrogen', 'Tecsol', 'C2H5OH', 'Absolute ethanol', 'Cologne spirit', 'Fermentation alcohol', 'Grain alcohol', 'Molasses alcohol', 'Potato alcohol', 'Aethanol', 'Aethylalkohol', 'Alcohol, dehydrated', 'Alcool ethylique', 'Alcool etilico', 'Alkohol', 'Cologne spirits', 'Denatured alcohol CD-10', 'Denatured alcohol CD-5', 'Denatured alcohol CD-5a', 'Denatured alcohol SD-1', 'Denatured alcohol SD-13a', 'Denatured alcohol SD-17', 'Denatured alcohol SD-23a', 'Denatured alcohol SD-28', 'Denatured alcohol SD-3a', 'Denatured alcohol SD-30', 'Denatured alcohol SD-39b', 'Denatured alcohol SD-39c', 'Denatured alcohol SD-40m', 'Etanolo', 'Ethanol 200 proof', 'Ethyl alc', 'Etylowy alkohol', 'EtOH', 'NCI-C03134', 'Spirits of wine', 'Spirt', 'Alkoholu etylowego', 'Ethyl alcohol anhydrous', 'SD alcohol 23-hydrogen', 'UN 1170', 'Tecsol C', 'Alcare Hand Degermer', 'Absolute alcohol', 'Denatured alcohol', 'Ethanol, silent spirit', 'Ethylol', 'Punctilious ethyl alcohol', 'SD 3A'];C2H6O;2;46.0684;InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3;LFQSCWFLJHTTHZ-UHFFFAOYSA-N;64-17-5;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C64175', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C64175'};159.0;351.5;63.0;514.0;6.0;-234.0;-276.0;
C71238;1-Propanol;1-Propanol;['Propyl alcohol', 'n-Propan-1-ol', 'n-Propanol', 'n-Propyl alcohol', 'Ethylcarbinol', 'Optal', 'Osmosol extra', 'Propanol', 'Propylic alcohol', '1-Propyl alcohol', 'n-C3H7OH', '1-Hydroxypropane', 'Propanol-1', 'Propan-1-ol', 'n-Propyl alkohol', 'Alcool propilico', 'Alcool propylique', 'Propanole', 'Propanolen', 'Propanoli', 'Propylowy alkohol', 'UN 1274', 'Propylan-propyl alcohol', 'NSC 30300', 'Alcohol, propyl'];C3H8O;3;60.095;InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3;BDERNNFJNOPAEC-UHFFFAOYSA-N;71-23-8;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C71238', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C71238'};146.85;370.3;52.0;536.9;4.58;-256.0;-303.79;
C67630;Isopropanol;Isopropyl Alcohol;['2-Propanol', 'sec-Propyl Alcohol', 'Alcojel', 'Alcosolve 2', 'Avantin', 'Avantine', 'Combi-Schutz', 'Dimethylcarbinol', 'Hartosol', 'Imsol A', 'Isohol', 'Isopropanol', 'Lutosol', 'Petrohol', 'Propol', 'PRO', 'Takineocol', '1-Methylethyl Alcohol', 'iso-C3H7OH', '2-Hydroxypropane', 'Propane, 2-hydroxy-', 'sec-Propanol', 'Propan-2-ol', 'i-Propylalkohol', 'Alcolo', 'Alcool isopropilico', 'Alcool isopropylique', 'Alkolave', 'Arquad DMCB', 'iso-Propylalkohol', 'Isopropyl alcohol, rubbing', 'IPA', 'Lavacol', 'Visco 1152', 'Alcosolve', 'i-Propanol', '2-Propyl alcohol', 'Spectrar', 'Sterisol hand disinfectant', 'UN 1219', 'n-Propan-2-ol', '1-methylethanol', 'Propanol-2', 'Virahol', 'IPS 1'];C3H8O;3;60.095;InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3;KFZMGEQAYNKOFK-UHFFFAOYSA-N;67-63-0;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C67630', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C67630'};185.55;355.5;49.0;509.0;4.53;-272.25;-317.97;
C71363;1-Butanol;1-Butanol;['Butyl alcohol', 'n-Butan-1-ol', 'n-Butanol', 'n-Butyl alcohol', 'Butyl hydroxide', 'CCS 203', 'Hemostyp', 'Methylolpropane', 'Propylcarbinol', 'n-C4H9OH', 'Butanol', 'Butan-1-ol', '1-Hydroxybutane', 'Alcool butylique', 'Butanolo', 'Butylowy alkohol', 'Butyric alcohol', 'Propylmethanol', 'Butanolen', '1-Butyl alcohol', 'Rcra waste number U031', 'Butanol-1', 'NSC 62782'];C4H10O;4;74.1216;InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3;LRHPLDYGYMQRHN-UHFFFAOYSA-N;71-36-3;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C71363', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C71363'};188.0;390.6;45.0;562.0;3.65;-277.0;-328.0;
C123513;Isopentanol;1-Butanol, 3-methyl-;['Isopentyl alcohol', 'Fermentation amyl alcohol', 'Fusel Oil', 'Isoamyl alcohol', 'Isoamylol', 'Isobutyl carbinol', 'Isopentanol', '2-Methyl-4-butanol', '3-Methyl-1-butanol', '3-Methylbutanol', 'Alcool amilico', 'Alcool isoamylique', 'Amylowy alkohol', 'iso-amylalkohol', '3-Methylbutan-1-ol', '3-Metil-butanolo', 'Isoamyl alcohol, primary', 'Butanol, 3-methyl-', 'Butan-1-ol, 3-methyl', 'i-Amyl alcohol', 'Isopentan-1-ol', 'Methyl-3-butan-1-ol', 'NSC 1029', 'UN 1105', '3-methylbutanoI', 'Isoamyl alcohol (3-methyl butanol)'];C5H12O;5;88.1482;InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3;PHTQWCKDNZKARW-UHFFFAOYSA-N;123-51-3;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C123513', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C123513'};;404.0;41.4;579.0;;-301.05;-356.15;
C108952;Phenol;Phenol;"['Carbolic acid', ""Baker's P and S Liquid and Ointment"", 'Benzenol', 'Hydroxybenzene', 'Izal', 'Monohydroxybenzene', 'Monophenol', 'Oxybenzene', 'Phenic acid', 'Phenyl alcohol', 'Phenyl hydrate', 'Phenyl hydroxide', 'Phenylic acid', 'Phenylic alcohol', 'PhOH', 'Benzene, hydroxy-', 'Acide carbolique', ""Baker's P & S liquid & Ointment"", 'Fenol', 'Fenolo', 'NCI-C50124', 'Paoscle', 'Phenole', 'Carbolsaure', 'NA 2821', 'Phenol alcohol', 'Phenol, molten', 'Rcra waste number U188', 'UN 1671', 'UN 2312', 'UN 2821', 'Phenic alcohol', 'NSC 36808', 'Campho-Phenique Cold Sore Gel (Salt/Mix)', 'Campho-Phenique Gel (Salt/Mix)', 'Campho-Phenique Liquid (Salt/Mix)']";C6H6O;6;94.1112;InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H;ISWSIDIOOBJBQZ-UHFFFAOYSA-N;108-95-2;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C108952', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C108952'};314.0;455.0;60.3;693.65;;-95.58;;-164.2
C87661;Phenol;1,2,3-Benzenetriol;['Pyrogallol', 'C.I. Oxidation Base 32', 'C.I. 76515', 'Fouramine Brown AP', 'Fourrine PG', 'Fourrine 85', 'Pyrogallic acid', '1,2,3-Trihydroxybenzene', 'Benzene, 1,2,3-trihydroxy-', '1,2,3-Trihydroxybenzen', '2,3-Dihydroxyphenol', 'Fouramine base ap', 'Piral', 'Pyro', 'Benzene-1,2,3-triol', 'NSC 5035', 'C.I. 76551', 'Phenol'];C6H6O3;6;126.11;InChI=1S/C6H6O3/c7-4-2-1-3-5(8)6(4)9/h1-3,7-9H;WQGWDDDVZFFDIG-UHFFFAOYSA-N;87-66-1;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C87661', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C87661'};402.82;582.17;;;;-434.2;;-551.1
C108930;Cyclohexanol;Cyclohexanol;['Cyclohexyl alcohol', 'Adronal', 'Adronol', 'Anol', 'Hexahydrophenol', 'Hexalin', 'Hydroxycyclohexane', 'Naxol', 'Phenol, hexahydro-', '1-Cyclohexanol', 'Cyclohexane, hydroxy-', 'Hydralin', 'Cicloesanolo', 'Cykloheksanol', 'Hydrophenol', 'NSC 403656'];C6H12O;6;100.1589;InChI=1S/C6H12O/c7-6-4-2-1-3-5-6/h6-7H,1-5H2;HPXRVTGHNJAIIH-UHFFFAOYSA-N;108-93-0;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C108930', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C108930'};296.0;433.0;41.5;645.0;3.0;-290.0;-351.56;
C107313;Methyl Formate;Methyl formate;['Formic acid, methyl ester', 'Methyl methanoate', 'HCOOCH3', 'Formiate de methyle', 'Methylester kyseliny mravenci', 'Methylformiaat', 'Methylformiat', 'Mravencan methylnaty', 'UN 1243', 'Methyl ester of formic acid', 'Methanoic acid methyl ester'];C2H4O2;2;60.052;InChI=1S/C2H4O2/c1-4-2-3/h2H,1H3;TZIHFWKZFHZASV-UHFFFAOYSA-N;107-31-3;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C107313', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C107313'};173.3;305.0;60.86;494.1;5.82;-350.85;-380.25;
C36653824;Cetyl Alcohol;1-Hexadecanol;['n-Cetyl alcohol', 'n-Hexadecan-1-ol', 'n-Hexadecanol', 'n-1-Hexadecanol', 'Adol 52', 'Adol 52 NF', 'Adol 54', 'Aldol 54', 'Alfol 16', 'Atalco C', 'Cachalot C-51', 'Cachalot C-52', 'Cetaffine', 'Cetal', 'Cetalol CA', 'Cetanol', 'Cetylic alcohol', 'Cetylol', 'Crodacol C', 'Crodacol-CAS', 'Crodacol-CAT', 'Elfacos C', 'Ethal', 'Ethol', 'Hexadecanol', 'Hexadecyl alcohol', 'Hyfatol 16', 'Lanol C', 'Lorol 24', 'Loxanol K', 'Loxanol K extra', 'Loxanwachs SK', 'Palmityl alcohol', 'Product 308', 'Siponol wax-A', 'Siponol CC', '1-Hexadecyl alcohol', 'Alcohol c-16', 'Hexadecan-1-ol', 'n-Hexadecyl alcohol', '1-Hydroxyhexadecane', 'Adol 520', 'Cachalot C-50', 'CO-1670', 'CO-1695', 'Dytol F-11', 'Cachalot C-50 NF', 'Cetyl alcohol NF', 'Crodacol C70', 'Crodacol C95 NF', 'Epal 16NF', 'Fancol CA', 'Lanette 16', 'Lipocol C', 'Lorol C16', 'LorolL 24', 'Philcohol 1600', 'Rita CA', 'Cetyl alcohol', '1-Hexanedecanol', '1-Cetanol', 'Epal 16', 'Hyfatol 16-95', 'Laurex 16', 'Alfol 16RD', 'Kalcol 6098', 'Palmitic alcohol', '19141-82-3', 'SSD', 'SSD RP', '8023-37-8', '124-29-8', '8032-16-4', '8032-89-1', '8032-17-5', 'SSD (Salt/Mix)', 'SSD RP (Salt/Mix)'];C16H34O;16;242.4406;InChI=1S/C16H34O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h17H,2-16H2,1H3;BXWNKGSJHAJOGX-UHFFFAOYSA-N;36653-82-4;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C36653824'};322.0;613.15;;;;-516.0;;-685.6
C124298;Cetyl Alcohol;1-Hexadecanol;[];C16H34O;16;242.4406;;;124-29-8;{};;;;;;;;
C109944;Ethyl Formate;Ethyl formate;"['Formic acid, ethyl ester', 'Areginal', 'Ethyl methanoate', 'HCOOC2H5', 'Ethylformic ester', 'Aethylformiat', ""Ethyle (formiate d')"", 'Ethylformiaat', 'Etile (formiato di)', 'Mrowczan etylu', 'Ethylester kyseliny mravenci', 'Formic ether', 'UN 1190', 'Ethyl ester of formic acid', 'NSC 406578']";C3H6O2;3;74.0785;InChI=1S/C3H6O2/c1-2-5-3-4/h3H,2H2,1H3;WBJINCZRORDGAQ-UHFFFAOYSA-N;109-94-4;{'mol2D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str2File=C109944', 'mol3D': 'https://webbook.nist.gov/cgi/cbook.cgi?Str3File=C109944'};193.24;327.0;48.46;508.0;4.33;-379.85;-412.35;
